"Localidad","Planta","Areola","A","B","C","D","E","F","G","H","I","J","K","L","num_esp_rad","larg_esp_rad","anch_esp_rad","ind_esp_rad","inf","sup","prop_inf_sup","num_esp_cen","larg_are","anch_are","ind_are","PC1S","PC2S","PC3S","PC4S","PC5S","PC6S","PC7S","PC8S","PC9S","PC10S","PC1A","PC2A","PC3A","PC4A","PC5A","PC6A","PC7A","PC8A","PC9A","PC10A","group_gen"
"CC023","P02","A08",3.32397728632432,3.95702135450392,5.42417844351553,NA,5.66074942035063,4.96117096452259,4.00512684476189,4.74312173744069,5.77062388308231,5.83806688896248,5.46210005400853,4.6673483906818,16,12.9041037448473,9.42225125761786,1.36953509220149,9.42887421699961,8.88621904974213,0.942447512314979,2,1.44821686548983,0.952819072937542,1.51992850124733,101.9742731,-20.18551678,-0.621576233,-6.449600185,0.608743261,1.238277177,0.359236559,-1.198835947,1.113882243,0.621303525,-281.0609007,3188.157632,1231.446844,2052.540768,11.67956405,-2232.412717,184.0678604,82.25015119,408.131507,612.3802183,"Balsas"
"CC023","P02","A09",3.56802506738965,4.07123807625624,4.44872847002377,4.46697806128483,4.23223746970796,3.65378502378013,2.86563496302945,3.44816429422961,4.1702317663654,NA,4.67207641204636,4.1057990778652,17,10.4673759898784,7.43307179630798,1.40821672072071,8.49146265374818,8.64786199011062,1.01841842127085,2,1.2410685336328,0.739728424695657,1.67773535827477,117.2870914,-18.52852941,16.0849615,1.3328267,-14.3030291,7.284572794,-3.175083497,-8.071875251,-6.474492958,2.79236736,3284.38988,2493.513986,1587.911555,1263.81386,-2148.805049,-2160.385553,365.5628562,-26.10756744,-743.5844461,442.837003,"Balsas"
"CC023","P02","A10",3.18630978506478,4.17479865760434,4.63297614930187,4.23651000234863,NA,3.4107852450917,3.12549073074509,2.78914503029154,3.61685678455755,4.13501741229708,4.35456564998164,3.99464904961481,17,9.79041840195539,7.74044627219528,1.26483901026791,8.0981568890705,8.98004548986251,1.10889991548351,2,1.2614516025755,0.757511972458759,1.66525632391134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P03","A01",2.18693920637897,2.45745067712599,2.90834815660024,3.32778920606459,NA,3.0419992482795,2.16335094823165,2.61151910773157,3.01338129361748,3.30208373606727,2.95415385516733,2.7692255234993,20,7.448224859921,4.89981157814294,1.52010434302127,7.30036108696001,6.5288982991007,0.89432539313195,2,1.10712022127528,0.584789909408604,1.89319309971492,62.18853809,2.051457367,24.60507949,2.345466033,-12.37964468,-6.155123237,3.073697508,-6.528593903,6.98371128,2.457634617,821.9939972,4992.095226,1366.693324,565.0554726,3636.145908,583.7785873,-1225.474329,-839.2689611,-547.6101961,569.5395952,"Balsas"
"CC023","P03","A02",2.45878852492667,2.63908241629548,2.82673398111672,2.70492920424916,2.71612021088905,2.69944020514373,1.97029936819509,2.18504406131809,2.6896264787174,3.41029690789526,2.86608059900625,2.51229974326313,18,7.29145880317017,4.3484822286135,1.67678247715756,6.4894314080665,6.37072460556882,0.981707672824752,2,0.905849974072251,0.515983406750262,1.75557966055038,96.33140115,20.36780752,-17.12357907,-3.03549956,11.0846199,-6.847048322,-5.824723621,2.978818588,0.368196431,-1.807526538,-3378.261376,2891.8142,2057.562352,2849.515677,2053.456276,1106.413531,-617.5994994,-1468.655118,-531.8008853,576.3426356,"Balsas"
"CC023","P03","A03",2.06932573559602,2.67394201499151,3.052137230364,NA,3.50663827618419,3.08770774909515,2.39915430728503,2.3797598618348,3.14820742645716,3.40571945409483,2.98300986953848,2.74722933152658,19,7.80785750148317,5.29364606594032,1.47494891124654,6.81056333940152,5.99570129342682,0.880353209365159,2,1.08821449187612,0.569787254735715,1.90986106275906,79.34868323,-12.77163311,2.088235977,-8.98292522,-10.47792289,-3.496092514,-6.154469667,-1.043159389,-3.152243482,0.169453852,-4159.890224,2040.497264,928.8205512,2448.937524,232.1488295,-1150.041218,-544.3350961,-1186.115023,651.2510299,437.3375819,"Balsas"
"CC023","P03","A04",2.10531473332423,2.95114550125255,3.48750125448006,NA,3.65427763039428,2.61607481925561,1.98263803706584,2.47544046914352,3.38602259295475,3.27433901726745,3.05155124485892,2.19670936093928,18,7.98391653470595,4.51223812517904,1.7693916662231,7.42453931230753,6.78783028662326,0.914242621811052,2,1.14197790135129,0.641663593681844,1.77971434345942,75.39546049,-13.59398764,2.008065735,-8.503981881,17.05659997,-8.848603986,-5.567135139,-1.879763151,-3.166801362,0.234442534,-962.4627058,3170.049983,72.78315605,322.485448,-1932.51652,-830.0476211,-994.8545104,-1437.633965,-1005.55794,397.0380538,"Balsas"
"CC023","P03","A05",1.89179441292412,2.49191105590419,2.8865024029346,2.71896929000679,3.15481996316747,2.80857116698153,2.35328640575554,2.71742028401939,2.64490548035275,2.56809851835945,3.46948919036783,2.41591798562589,20,7.42355420008207,4.98296626077841,1.48978616582534,6.4714166918844,5.80881209887185,0.897610581336309,2,1.1844312323127,0.607615081207019,1.9493117747503,93.06059352,14.94942815,-14.91080809,-8.577414419,-19.06664757,-5.12512244,-2.13994734,-2.231664936,5.822125787,-1.209923343,-2624.890597,4226.67947,468.2175372,1416.673138,-838.2075128,-844.5539021,-403.787292,-1534.232893,-371.6682993,208.7127652,"Balsas"
"CC023","P03","A06",1.76230301132466,2.34780054866846,3.39808576038458,NA,3.3349100437643,3.36924976076356,2.67229378125868,2.80547647283501,NA,3.37989378531338,3.63135118605839,2.58158509878812,21,8.00480974188497,5.35642087448103,1.49443255663896,6.38607500738912,6.15080913376443,0.963159550529477,2,1.1190576187857,0.530756519838278,2.10841991941367,90.76157383,39.2063935,-6.475501973,8.830606807,-6.004444004,-2.763093515,6.585597107,-2.561109328,0.636128075,-5.297815559,-3542.914604,2021.80204,1341.541909,1301.834287,62.91347691,-408.5359729,-647.335548,-1494.971744,425.563054,65.35769055,"Balsas"
"CC023","P03","A07",2.13966472809547,2.53731168508414,3.10876181139694,3.53277794377173,3.49860729433871,2.90662348176684,2.10081667926031,2.68478025171521,3.57598727626372,3.82466377607235,3.42751688544345,2.68523090254823,20,8.02901660550575,4.66709852196402,1.72034435693184,7.33366027301511,6.69031538867937,0.912275063149163,2,1.04656959477705,0.554474898838485,1.88749679556172,67.40875922,38.55836622,-5.866278107,3.413716256,-13.74748446,-5.561397843,4.407635656,-1.014072326,0.723284717,-0.367094902,-3740.517594,2519.885276,470.6423206,516.160969,2301.100514,269.9470774,-474.5208331,-1237.960499,103.0574783,-287.5388655,"Balsas"
"CC023","P03","A08",2.65341736599156,2.78866652721332,3.13417612778861,3.62001381212835,3.68305661102297,3.32092384398909,2.3145684484193,3.11580414130747,3.73089426277401,NA,3.47035830527759,2.88086792477545,18,8.2360568775038,5.80098020371493,1.41976986444971,6.47106057767967,6.02030730112675,0.930343214818961,2,1.08884141892373,0.637269450414338,1.70860445015179,43.28408575,24.18350474,4.472836954,-2.29913857,24.17349202,-10.47244477,0.693000418,4.667465681,-0.766240431,0.109390236,-4698.49249,1710.367143,1240.421654,3906.425105,-497.492637,219.401027,-1120.830068,-962.9274489,47.58865128,-1287.013772,"Balsas"
"CC023","P03","A09",2.36912316205739,2.7466275964621,3.10865887482046,3.6420166117139,3.15086908645853,3.00399900133139,2.46401342754535,2.70370531552815,3.55590354199885,3.40382872659598,3.35170792283576,2.51880040347354,19,8.16781126087912,5.06625538920275,1.61219887933136,6.945593207207,7.26228958387092,1.04559673554381,2,1.06256916549121,0.620950277356276,1.71119847150266,28.73733284,8.068186936,-4.471794714,4.791685751,-5.091991218,-2.349594371,-6.81736898,-3.56854786,-1.141745981,3.503370591,-5614.238384,419.8598813,2307.130347,2624.133299,1780.983527,1772.593617,-1179.202516,-2323.432717,-945.316973,266.4880884,"Balsas"
"CC023","P03","A10",2.24460127868199,2.36649159672277,3.03158259000147,3.22385173356344,3.55479464948399,2.85677420010695,2.34969754080395,2.77881407424941,3.50760559356379,3.54985520831484,3.34935486325352,2.91338016743438,19,8.15880262496216,4.88121686267156,1.67146899113528,6.1335446521567,6.29943568901215,1.0270465197962,2,1.06759611022182,0.612297826837463,1.74358957916932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A01",2.3695561372835,2.55555114425322,2.91287064228208,3.18296716916779,3.13519536871309,2.51188226296629,2.47296202740513,3.04876815365664,3.55963593644069,3.66433895812055,3.724454993687,3.07486663226597,23,7.35089638525308,6.09530329648991,1.20599353759578,7.99762777328378,8.44092323149547,1.05542836835849,2,1.09475763927675,0.584727868234159,1.87225151861301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A02",1.89982523803526,2.07311389342246,2.54686022388352,3.07102995752239,2.55349427256064,2.54651588937168,2.21897493368458,2.24313425970862,2.72061923098401,2.85808064966684,2.7261740590065,2.59527325032528,24,5.91913576791384,5.18978136542279,1.1405366336529,8.55246490784967,8.5932599169349,1.0047699709411,2,1.04847470332516,0.550189809125169,1.90565998485557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A03",1.96554015998793,2.57739379925669,2.73216470952979,3.2885990938392,3.379148413432,2.5759747104702,2.17053479173868,2.54674520165899,2.99561496190682,3.05460390230878,3.05442461935335,2.44688209769085,24,7.05516368953731,5.07073072521624,1.39135049204105,7.44481470555178,8.05699627652887,1.08222925555428,2,1.2003790081524,0.605986704331104,1.98086690611042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A04",2.49274537964529,3.6591700517735,4.23062383106794,4.37634562163456,4.32737934551618,3.51446280723972,2.61695710534851,3.4933522497085,4.30734960936908,4.31798899952281,3.66276630431154,2.54302349323496,24,9.10811341836619,6.46068383573847,1.40977544327165,7.48306153923646,7.35059786684049,0.982298198177121,2,1.3232599008187,0.639928909230581,2.0678232874488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A05",2.49071134001888,3.2670773146898,4.12792260101858,4.37073746637796,4.25227198095324,3.08973699042428,2.70265853711248,3.10190292274683,3.88254551164312,NA,4.12097875204942,2.89685859310724,23,9.52512975960743,5.83942092607405,1.63117711159955,6.1381723664296,6.36216975567298,1.0364925218569,2,1.48531879576737,0.759349975661824,1.95603982797631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A06",2.43080901944161,2.63244344501742,3.80046821082012,NA,4.35777900639875,3.46146157803828,2.79528532860841,3.261847841732,4.23203827960003,4.47586203987567,4.334872547146,3.21164011832485,23,9.3363510662712,6.54205264028092,1.42712869792351,6.89248358721296,6.58830182975856,0.95586761236273,2,1.41696103363972,0.78002012658825,1.81656983626487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A07",2.22978534909847,2.8291080347847,3.97317014485914,4.05042022511245,3.85925187050547,3.208860444065,2.68831202321771,3.28375005788044,3.86901356937398,4.09161642874793,3.88326074324143,2.85214962442762,24,8.93066190666265,5.300049514716,1.68501480634586,8.16138621803919,8.50508788902266,1.04211314864916,2,1.34546832043317,0.738441756303521,1.82203715993566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A08",2.23118748886317,2.73323730746279,3.66493506081622,4.02504745439536,3.81892052810739,2.97303602591959,2.4547259118262,3.24331421315178,4.2387719919807,4.08116319203239,NA,2.91718697633917,24,8.8983959165915,5.57874306982768,1.59505390465425,8.34049938552842,7.88229059347599,0.945062187421599,2,1.29027159610777,0.734246670743929,1.75727265443435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A09",2.44424451096131,2.99665482681529,3.72293889286408,4.34601392082446,4.52073102495603,3.51033747638568,2.8694670020978,3.36322849650207,4.02822355387583,4.11008381634942,3.43936302242145,2.61197406648755,23,9.86000036953375,5.75857719669797,1.71222856492878,8.5049788359525,8.30623103459084,0.976631593658822,2,1.53935373173159,0.843637806909711,1.82466186214476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P04","A10",2.51035763141956,3.50334447166697,4.40221864518336,4.81586887279959,4.46008172570862,3.73984902383056,2.93763930179573,3.49204771187368,4.57933019119609,4.77212007392941,4.18120138133652,2.87130224796246,24,10.4072195423044,6.29334507884397,1.65368645957296,8.54431653205802,7.95965137427513,0.931572624259735,2,1.58049852240225,0.841443886111683,1.87831719796045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC023","P06","A01",2.53914302051653,3.33424047973486,4.10542713977486,4.3024321028925,4.15931845378543,3.61540108425054,3.05172383466247,3.31870943507398,4.26494032783578,4.41983314164687,NA,3.99849402769525,19,10.2283875084327,6.03400492487469,1.69512415647309,6.46486480910467,6.77637314497955,1.04818481825578,2,1.39865168582149,0.736815495796679,1.89823869584773,10.05794335,10.66498239,-2.798237717,-7.721871558,2.280649808,-2.258943759,-4.186863353,-3.547091676,-2.981621939,-1.305485268,-3042.923854,2838.059028,-274.6349064,126.8010818,13.94276946,-230.9891416,-62.31913334,-138.8325262,-227.7769428,767.9000078,"Balsas"
"CC023","P06","A02",2.6371773025415,3.22820894476406,3.93016195595042,4.25191721462213,4.36443902466285,3.48086003368944,3.00721332232646,3.52415450853109,4.10521083502419,4.36657714920966,3.99764430633842,3.1349993620414,18,10.0122543914438,6.11151621128449,1.63826030158553,6.89179526683723,6.68132501828791,0.969460751458755,2,1.28041749256216,0.73774511322321,1.73558247911397,-32.46038456,-33.80791077,-9.708113528,-17.44387086,5.914573023,-6.649270968,7.052922885,-4.982889216,0.847496098,4.767476575,-3940.336218,508.5577405,-1021.561049,-162.7386837,383.7485052,-1466.057327,-109.5274076,676.0030783,901.7509813,-330.4039946,"Balsas"
"CC023","P06","A03",2.6725457791808,3.61376830331861,4.46016647671362,NA,4.3506424812894,3.68597547021899,2.71772603447028,3.37160754948987,4.31678862118589,4.36256644648537,4.10505895207365,3.15427843647459,18,10.7269283145771,5.21710651326522,2.056106826131,6.52856714754471,6.16154022952054,0.943781398011323,2,1.4377706927962,0.742870053110988,1.93542691184698,5.07090501,-9.809184112,18.58307985,-5.449422943,4.228096074,4.038265989,4.038319357,-0.751773405,2.9320324,-3.144158184,174.0906589,3297.863145,-799.4929426,-3097.39636,-1309.173969,533.6105826,307.2191784,-105.1505796,1441.194425,-1273.398888,"Balsas"
"CC023","P06","A04",2.6078607885789,3.64504970770688,4.5938816919899,5.02278856811632,4.83003791697776,3.76105477226801,3.1628644316221,4.30738342848649,4.96683047828291,4.98871205823708,4.47766010322356,3.63296022549105,18,11.8538832190057,6.10703377458968,1.94102139541583,7.67473074446264,6.59387996554381,0.859167596244511,2,1.51698575682923,0.845700929385391,1.79376148721001,-29.08439531,-0.113782741,9.754640221,-12.41208817,6.507151067,-0.173507421,10.44072412,0.396429478,4.111049316,1.952654059,-592.4889057,3447.00441,-1509.602415,-1282.86862,323.4215298,-821.7618027,1784.958049,-84.03146701,-648.8951735,-329.420633,"Balsas"
"CC023","P06","A05",3.13832900787244,3.49403162550083,4.63192762367532,NA,4.9314024374411,3.93678562305811,3.0450746239652,3.61445224065833,4.22638079831602,NA,4.503,4.00334823299845,17,12.0042080645833,5.29727528196516,2.26610991983977,6.20397461310086,6.27395967471899,1.01128068149575,2,1.48299719954838,0.835705157771014,1.77454594573021,-29.95318181,-11.90791658,1.237915972,-11.89467772,6.015892717,6.006827431,14.91772397,-0.778396523,-1.725623503,2.931106861,-771.3998251,1383.91928,1052.346958,-873.0086826,1232.308503,-695.3517178,1681.406401,386.5298439,-518.7501617,794.9128459,"Balsas"
"CC023","P06","A06",2.69579264781251,2.75257067785176,4.06633508211018,4.40700011345586,4.25865530420108,3.66823445270337,2.98356008936034,3.54221818835589,4.11412518039984,NA,4.05470049527179,3.04177661901725,17,10.6341076308633,5.02951301540013,2.11434140806519,6.42751157136259,6.12324913750862,0.952662483688152,2,1.29922265017247,0.775541267078165,1.67524631547624,-34.46714278,-14.65684894,3.096045658,-6.380961385,5.413454158,-4.963534409,3.26828285,1.054130067,0.192340155,-1.217343757,1852.788569,3519.844257,-766.6125881,-2925.121075,2141.126725,-16.44997458,1294.730057,37.04551241,64.32904972,380.2261136,"Balsas"
"CC023","P06","A07",2.51764991388209,3.6625927974592,4.48418063864515,4.69222548477799,4.70159823889707,4.12696522883341,3.22714120073431,3.78224885322642,4.71781782183246,4.70564363291569,4.46447768501535,3.6615723398562,17,11.4647903959419,6.12285168807927,1.87245926898132,6.9704268162,5.99331669445225,0.859820618232897,2,1.48039025826308,0.866988968999265,1.70750760528343,-40.96984349,-20.00317812,4.368769017,-1.901919349,10.80802313,3.004716417,6.470560719,1.208922223,-2.947664441,-0.437525709,987.0094464,4726.18165,-2463.022653,-1565.937469,2486.001682,753.6765442,-91.58916126,-544.1459995,-1916.900528,-832.8032062,"Balsas"
"CC023","P06","A08",2.54521749070839,2.90994666645673,3.92237476355564,4.046360339861,3.78979735606008,3.55152589521794,3.05632266174219,3.57885857282105,4.31544539995584,4.4421811084196,4.39959134465918,3.73519049045695,19,10.4388617314101,6.09397601794938,1.71298044177777,6.4722725529755,5.37740690295983,0.830837524060644,2,1.40976084106797,0.840721270124067,1.67684688274858,-17.64429756,-6.726572914,6.536383214,-10.21479547,18.27639536,0.477395664,1.627633866,-0.705651707,-0.945189823,3.669617493,-903.9587998,2690.482205,551.7223212,-963.6224251,-390.713294,-433.5938195,1302.296123,47.12319532,-146.1210953,281.6921059,"Balsas"
"CC023","P06","A09",2.956357894437,3.00655090665913,4.47870454194409,NA,4.87506687133623,3.84551602232168,3.0109770284356,3.82480103974526,4.82759992128594,4.76335774428081,NA,4.23668169239467,17,11.3874573538247,6.42230788457823,1.77310984750034,6.68259418190271,6.00609357236465,0.898766767646896,2,1.4408883510005,0.861310741046837,1.6729018719182,-36.6547742,-21.35016093,-6.321263646,0.988123172,4.294506716,1.771473439,-0.607764947,3.665275423,-5.560741224,-1.12153032,3425.746808,3680.684549,-94.81873411,-2962.649588,-817.1544156,900.8066604,916.1720991,-284.8210899,673.2341975,-661.4658106,"Balsas"
"CC023","P06","A10",2.7877758118368,2.83941326489808,4.03402386133604,4.64986558945525,4.37528021959737,3.69569005735059,3.21549670158353,3.86716415244641,4.60507915241421,4.93184306319656,NA,4.14034648308569,19,10.3924445335296,6.66822722456285,1.55850186017182,7.31533656095193,6.17799684363791,0.844526672445263,2,1.48966122721314,0.792075661797539,1.88070571923962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A01",2.00627637788152,2.78843414840659,3.2289156074447,3.57751044722444,NA,3.09578381553807,2.64766929162595,2.83363876257658,3.34623669216629,3.64932021066938,3.20358494993307,1.98908044080676,16,8.14451025118867,5.43932908353693,1.49733728665902,6.51111849070496,6.16901564270995,0.947458666512768,2,0.931496965206841,0.630547974836867,1.47728166988061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A02",1.35998124987075,2.35016819854959,3.20713018133034,3.68046192753029,3.14968506362144,2.79099355069122,2.59192896659113,2.75014254176034,3.41489106707666,3.60473091922268,3.29557051206616,2.32626087320894,16,7.93063598269509,5.23482860279954,1.51497529039515,6.15820558279764,6.03504772143518,0.980001014953692,2,0.982793467543087,0.648951694610175,1.51443239258887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A03",2.0077946569204,2.42524863498162,3.24440518431345,3.49970013001114,3.09181952901524,2.56356917573877,2.45528511582667,2.54587698746224,3.37515407055737,3.26022882632493,2.98034444318102,2.58324950401621,16,7.71957091562677,5.04479327643115,1.53020559864999,6.45263147870696,5.7929944760892,0.897772404205246,2,0.894577881513785,0.608848684493505,1.46929426686365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A04",2.03036329285166,2.39498891796357,3.33130079698607,3.45337588455123,3.34049008380507,2.86610066117713,2.52312913547543,2.74098978473106,3.42757056820133,3.51932848708386,3.28747273752954,2.6725996707326,16,7.85956834708506,5.41059358421325,1.45262589487728,6.83848067921523,5.9949783152235,0.876653542861434,2,0.880319408562889,0.589657464070434,1.49293354566565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A05",1.75511067661986,2.0403991753018,2.94693908997115,3.17145518650351,2.82878507490407,2.35708336721466,2.1612622464724,2.31411256276881,2.76430985962138,2.97702032240292,2.59508400634739,2.40299146898194,16,6.91656053849334,4.69288120898808,1.47384095835333,6.29378105752019,5.78764546253483,0.919581632986645,2,0.902041110868061,0.684864956671143,1.31710799637424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A06",1.76064019403131,2.25008853352343,2.79285696017537,3.43501761276416,3.23194616291794,2.75624998866213,2.51907432637209,2.62622930890232,3.26698699109745,3.23708171042994,3.08206570338791,2.47626916953711,16,7.86353161632,4.67860309704011,1.68074347261789,6.46066204037945,6.30330468881205,0.975643772947121,2,0.992281108977804,0.614398950857981,1.61504362530588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A07",1.37197740506176,2.04201972392885,2.75118610784512,2.99419839022066,2.8205469327774,2.51505566538795,2.20080900579798,2.27150624031847,2.98708302529407,3.11378692270361,2.68511917798819,1.90594529436516,16,6.91036150147114,4.59299381694308,1.50454404619042,7.09448468882695,6.50586765927497,0.917031742914466,2,0.942799113755935,0.65390926658299,1.44178888713803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A08",1.83857233394818,2.33034029812035,3.11857611739717,3.50862024163345,3.05969884138946,2.98325811823248,2.66494119163861,2.73232959212464,2.91509936435379,NA,3.18967611817337,2.67208719917596,16,7.84793539410132,5.09544684322433,1.5401859023487,6.70002985067977,6.70510507001941,1.00075749204895,2,1.0187181705284,0.71287670922754,1.42902434227689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A09",2.34512473015829,2.43771981020581,3.36902834657116,3.58531239921991,3.26023373395221,2.74057973115439,2.54190369251392,2.87902500857495,3.51509558902742,3.55027041223623,3.32226564259994,2.30997530545785,16,8.33918226894682,4.92414927760944,1.69352751080595,6.49977730387742,6.08395726480718,0.936025494470067,2,0.947393001586452,0.628154611157299,1.50821626516598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P01","A10",1.8709912753241,2.40144644438588,3.21737346293526,3.14376987071255,NA,2.75526886057434,2.28339748429102,2.54518955609644,3.06888546544181,3.03595816835476,2.91003316132308,2.37917128429207,16,7.68482760692993,4.56741228271164,1.6825342516195,7.48261297943439,6.83898662083792,0.913983743330646,2,1.00025476185634,0.634702020551326,1.57594387518647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balsas"
"CC025","P02","A01",1.86502880894983,2.69618012332243,3.34602629995641,4.034,3.96208354278402,3.3353577069066,2.7642825939569,3.26237185805918,4.22133462307835,3.86320618139907,3.44816197415377,2.58738820688006,21,8.74578173878746,6.00896505764476,1.45545558259835,9.37225805235857,9.22524736795713,0.984314272656583,2,1.51820104507054,0.952396355089251,1.59408531643138,73.23744475,7.400025719,7.219760922,7.339388389,12.08141917,4.753565562,-5.000901995,-3.526055583,4.933167948,3.52044636,-5096.243343,673.0676204,-1296.276603,-2422.063255,186.5492187,328.1949232,-1014.836714,-323.0366269,1067.48598,223.8988782,"Balsas"
"CC025","P02","A02",2.48302761268275,2.77509369211203,3.70749150396871,4.42751984749927,3.99307220153176,3.15404581450555,3.23051847304864,3.55164741522753,4.37357611114749,4.56333847090044,4.05079313221497,3.26529401669343,20,10.1860796516378,6.84792427838602,1.48746966782153,10.014177549854,9.26716812192376,0.925404814902535,2,1.5912585718743,1.09048252288274,1.45922427776993,71.83749291,-5.771050708,-6.101608439,13.324826,3.814005766,6.205477024,10.46823748,-2.983924362,-1.074007689,-0.850198927,-7172.295878,1127.521964,-1232.800175,1313.632648,-496.5002904,191.1041666,-571.9463374,-438.7920295,680.5441529,336.4264385,"Balsas"
"CC025","P02","A03",2.30262715472525,2.64932379801555,3.68059611628942,4.50182007636911,4.55405423770952,3.38002066010552,3.04237534763746,3.45258309096248,4.22758471711766,4.19763135589585,4.12749803149559,2.9227067453248,20,10.2078054450264,6.45231621570998,1.58203738064985,9.23939954758966,8.61980463815741,0.932939916036655,2,1.51836346977255,1.08439704085709,1.40019145438876,62.41887104,8.652160712,4.112453779,1.286213189,-4.483704936,5.92294618,0.170758585,2.834603295,-1.694477039,4.539795772,-7341.901951,-525.9680284,-2772.874212,-1668.078032,-1220.278357,-435.595108,-712.0203164,700.3728706,1275.535862,949.330759,"Balsas"
"CC025","P02","A04",2.03827099428435,2.65552673151401,3.58726427797005,3.84033136591102,3.65033948130279,3.05210517512094,2.89446330337544,3.11183156532408,3.62192020894994,3.66747460795573,3.5090368774181,2.69998115831707,19,9.01137138002386,6.33474666230253,1.42253066466725,8.91128368979464,8.54911761528639,0.959358708900379,2,1.41015195557644,1.08533107235123,1.29928276403396,-22.44699079,5.078091096,14.5290141,5.657164499,-2.786329347,-3.168372335,1.681383617,-8.815828012,-3.534345668,-5.437556301,-5992.084084,1411.136474,-2822.24895,-675.524831,-2184.951801,-316.6081907,-1149.960698,628.2331401,-552.059126,556.2131286,"Balsas"
"CC025","P02","A05",2.54405813054787,2.84862316991194,3.80143668172391,4.67053155433083,4.41562011500084,3.74733136360917,3.40110436818141,3.480179593067,4.3568575187418,4.60159733136223,4.08666171832218,3.34566815391563,20,10.3138929064476,7.30861921509327,1.41119582275514,9.91890422375375,9.35747749129006,0.943398310962698,2,1.52529367524027,1.07698752217036,1.41625937519357,13.25215088,14.88322882,23.69266892,-8.548528314,-2.691990213,-10.03541859,5.949761471,1.545205199,-0.143925889,1.444573982,-7933.068965,-1599.380345,-2732.305014,-2156.624899,-2031.543641,33.48033047,-661.5066583,583.0840712,148.0349138,2025.283013,"Balsas"
